ticket_id,customerID,ticket_open_date,ticket_close_date,issue_type,priority,status
TKT-0019421,4735-ASGMA,2026-06-25,2026-06-28,Technical Support,Medium,Closed
TKT-0019422,GEN-07782,2025-11-21,,Billing Inquiry,Medium,Open
TKT-0019423,0940-OUQEC,2026-05-08,,Service Interruption,Low,Pending Customer
TKT-0019424,GEN-03400,2025-10-10,2025-10-17,Service Interruption,High,Closed
TKT-0019425,GEN-03627,2025-10-22,2025-10-27,Technical Support,Low,Closed
TKT-0019426,4654-DLAMQ,2025-11-23,2025-11-29,Billing Inquiry,Low,Closed
TKT-0019427,GEN-12373,2025-10-23,2025-10-27,Technical Support,Low,Closed
TKT-0019428,GEN-01613,2026-05-13,2026-05-15,Billing Inquiry,Medium,Closed
TKT-0019429,7673-BQGKU,2025-11-01,2025-11-08,Technical Support,Low,Closed
TKT-0019430,1813-JYWTO,2025-08-20,2025-09-01,Billing Inquiry,High,Closed
TKT-0019431,GEN-04118,2026-05-30,2026-06-04,New Service Request,Medium,Closed
TKT-0019432,5928-QLDHB,2026-02-09,2026-02-18,Technical Support,High,Closed
TKT-0019433,4091-TVOCN,2026-06-10,,Cancellation Request,Medium,Pending Customer
TKT-0019434,GEN-08471,2025-07-17,2025-07-29,Technical Support,Low,Closed
TKT-0019435,GEN-05929,2025-10-25,2025-10-30,Billing Inquiry,Low,Closed
TKT-0019436,0817-HSUSE,2026-03-05,2026-03-17,Billing Inquiry,Medium,Closed
TKT-0019437,GEN-01419,2026-04-17,2026-04-22,Billing Inquiry,Medium,Closed
TKT-0019438,8544-JNBOX,2025-08-06,2025-08-09,Billing Inquiry,Medium,Closed
TKT-0019439,2696-NARTR,2025-08-21,2025-09-02,Billing Inquiry,Low,Closed
TKT-0019440,6371-NZYEG,2026-05-05,2026-05-15,Technical Support,High,Closed
TKT-0019441,6848-HJTXY,2025-07-08,,Service Interruption,Low,Open
TKT-0019442,6838-YAUVY,2025-10-21,2025-10-22,Service Interruption,High,Closed
TKT-0019443,GEN-09083,2025-07-11,2025-07-23,Billing Inquiry,High,Closed
TKT-0019444,GEN-02360,2026-05-16,2026-05-20,Technical Support,Low,Closed
TKT-0019445,GEN-08755,2026-02-02,,Billing Inquiry,Medium,Pending Customer
tkt-0019446,Gen-08371,2026-05-31,2026-06-05,technical support,Low,Closed
TKT-0019447,GEN-00114,2026-03-24,,New Service Request,Low,Open
TKT-0019448,GEN-10775,2025-12-31,2026-01-14,Technical Support,Medium,Closed
TKT-0019449,GEN-00379,2025-11-28,2025-12-06,Service Interruption,Low,Closed
TKT-0019450,GEN-01054,2025-10-19,2025-10-31,Billing Inquiry,Low,Closed
TKT-0019451,0898-XCGTF,2025-12-27,2026-01-01,Cancellation Request,Low,Closed
TKT-0019452,2931-VUVJN,2025-12-17,2025-12-19,Billing Inquiry,Low,Closed
TKT-0019453,GEN-09113,2026-05-04,,Billing Inquiry,Medium,Open
TKT-0019454,6000-APYLU,2025-09-09,2025-09-20,Technical Support,Low,Closed
TKT-0019455,GEN-01573,2025-12-27,2026-01-03,Service Interruption,Medium,Closed
TKT-0019456,GEN-02098,2026-02-05,2026-02-14,Technical Support,High,Closed
TKT-0019457,GEN-12354,2026-05-07,2026-05-18,Billing Inquiry,Low,Closed
TKT-0019458,7823-JSOAG,2026-04-24,2026-04-28,Technical Support,Low,Closed
TKT-0019459,GEN-05743,2026-02-25,2026-02-26,Billing Inquiry,Low,Closed
TKT-0019460,GEN-12449,2026-03-01,,Service Interruption,Low,Open
TKT-0019461,9584-EXCDZ,2025-08-04,2025-08-12,Billing Inquiry,Medium,Closed
TKT-0019462,GEN-10538,2026-06-26,2026-06-29,Cancellation Request,Medium,Closed
TKT-0019463,GEN-06520,2025-12-08,2025-12-13,Cancellation Request,Low,Closed
TKT-0019464,6178-KFNHS,2025-12-18,2025-12-18,Service Interruption,Low,Closed
TKT-0019465,GEN-02480,2026-04-11,2026-04-18,Technical Support,High,Closed
TKT-0019466,GEN-06521,2026-04-19,,Service Interruption,Low,Open
TKT-0019467,GEN-11177,2026-04-23,2026-05-02,Technical Support,High,Closed
TKT-0019468,GEN-06716,2026-02-18,,Technical Support,Medium,Open
TKT-0019469,2672-HUYVI,2025-09-28,,Billing Inquiry,Low,Pending Customer
TKT-0019470,GEN-02350,2025-10-17,2025-10-20,Technical Support,Low,Closed
TKT-0019471,2662-NNTDK,2026-05-13,2026-05-20,Billing Inquiry,Low,Closed
TKT-0019472,2378-HTWFW,2026-02-14,,New Service Request,Low,Pending Customer
TKT-0019473,GEN-02485,2025-08-28,2025-09-02,Service Interruption,Low,Closed
TKT-0019474,GEN-05140,2025-08-16,,Technical Support,High,Pending Customer
TKT-0019475,GEN-02987,2026-06-03,2026-06-17,Service Interruption,Low,Closed
TKT-0019476,9878-TNQGW,2025-08-18,2025-08-19,Service Interruption,Low,Closed
TKT-0019477,GEN-06261,2025-09-13,2025-09-26,Service Interruption,Low,Closed
 TKT-0019478 , 7743-EXURX , 2026-01-31 , nan , New Service Request , Low , Pending Customer 
TKT-0019479,GEN-00700,2026-05-18,2026-05-26,Technical Support,Low,Closed
TKT-0019480,GEN-02124,2025-11-24,2025-11-26,Technical Support,High,Closed
TKT-0019481,GEN-01304,2025-10-04,2025-10-10,Cancellation Request,Medium,Closed
TKT-0019482,3452-SRFEG,2025-10-15,2025-10-17,New Service Request,Low,Closed
TKT-0019483,2107-FBPTK,2025-06-30,,Service Interruption,Low,Open
TKT-0019484,GEN-11326,2025-08-21,2025-08-29,Cancellation Request,Medium,Closed
TKT-0019485,3486-KHMLI,2026-05-06,2026-05-11,Cancellation Request,Medium,Closed
TKT-0019486,GEN-10795,2026-04-17,2026-04-28,New Service Request,Medium,Closed
TKT-0019487,GEN-06432,2025-08-11,,Service Interruption,Medium,Open
TKT-0019488,2573-GYRUU,2025-08-06,2025-08-07,Billing Inquiry,High,Closed
TKT-0019489,GEN-10006,2025-09-09,,Billing Inquiry,High,Pending Customer
TKT-0019490,7641-TQFHN,2025-12-22,2025-12-24,Billing Inquiry,Low,Closed
TKT-0019491,GEN-03785,2025-08-12,,Service Interruption,Medium,Open
TKT-0019492,GEN-12908,2025-10-21,2025-10-22,Technical Support,Low,Closed
TKT-0019493,0379-DJQHR,2026-01-01,2026-01-06,Technical Support,Low,Closed
TKT-0019494,GEN-10767,2025-08-27,2025-09-08,Service Interruption,Medium,Closed
TKT-0019495,GEN-12269,2026-05-13,2026-05-22,Billing Inquiry,Low,Closed
TKT-0019496,2460-NGXBJ,2025-11-10,2025-11-15,Technical Support,Medium,Closed
TKT-0019497,8784-CGILN,2025-12-05,,Technical Support,Medium,Pending Customer
TKT-0019498,GEN-03153,2025-12-22,2025-12-26,Billing Inquiry,Low,Closed
TKT-0019499,8234-GSZYK,2026-05-20,2026-06-01,Technical Support,Low,Closed
TKT-0019500,GEN-08020,2026-06-17,2026-06-17,Service Interruption,Low,Closed
 TKT-0019501 , GEN-09285 , 2025-07-19 , 2025-07-21 , Billing Inquiry , High , Closed 
TKT-0019502,GEN-05504,2025-11-14,,Service Interruption,High,Open
TKT-0019503,GEN-00897,2025-11-20,2025-12-03,Billing Inquiry,Medium,Closed
TKT-0019504,6625-FLENO,2026-04-30,2026-05-09,Cancellation Request,Medium,Closed
TKT-0019505,GEN-11470,2026-06-23,2026-07-03,Service Interruption,Low,Closed
TKT-0019506,GEN-01425,2025-08-24,2025-08-27,Service Interruption,High,Closed
TKT-0019507,0723-FDLAY,2025-10-08,2025-10-13,Technical Support,High,Closed
TKT-0019508,GEN-02191,2025-08-28,2025-08-31,Technical Support,Low,Closed
TKT-0019509,GEN-09870,2026-03-18,2026-04-01,Technical Support,High,Closed
TKT-0019510,GEN-00655,2025-10-15,2025-10-24,Billing Inquiry,High,Closed
TKT-0019511,6258-NGCNG,2026-01-13,2026-01-20,Technical Support,High,Closed
TKT-0019512,GEN-08680,2026-05-12,2026-05-24,Billing Inquiry,High,Closed
TKT-0019513,GEN-06484,2025-08-14,,Technical Support,Low,Pending Customer
TKT-0019514,GEN-07431,2026-03-17,2026-03-21,New Service Request,Low,Closed
TKT-0019515,GEN-06453,2026-01-11,2026-01-22,Technical Support,High,Closed
TKT-0019516,GEN-10218,2025-07-04,,Technical Support,Medium,Open
TKT-0019517,GEN-08196,2025-11-11,2025-11-11,Technical Support,High,Closed
TKT-0019518,GEN-04877,2026-04-19,2026-04-24,Billing Inquiry,Medium,Closed
TKT-0019519,8938-UMKPI,2025-11-28,2025-12-06,Billing Inquiry,Medium,Closed
TKT-0019520,GEN-05604,2026-01-19,2026-02-01,Cancellation Request,Medium,Closed
TKT-0019521,GEN-05518,2025-10-29,2025-11-03,Technical Support,Medium,Closed
TKT-0019522,2266-SJNAT,2025-11-01,,New Service Request,High,Open
TKT-0019523,GEN-03664,2026-05-13,,Technical Support,High,Pending Customer
TKT-0019524,4160-AMJTL,2026-06-19,2026-07-03,Billing Inquiry,Low,Closed
TKT-0019525,2097-YVPKN,2025-11-13,2025-11-24,Technical Support,Medium,Closed
TKT-0019526,GEN-09563,2026-05-23,2026-05-31,Service Interruption,Low,Closed
TKT-0019527,GEN-00447,2026-05-13,2026-05-23,Billing Inquiry,Low,Closed
TKT-0019528,4458-KVRBJ,2025-08-04,2025-08-08,Technical Support,Low,Closed
TKT-0019529,GEN-02369,2025-12-17,2025-12-28,Billing Inquiry,Low,Closed
TKT-0019530,GEN-02325,2026-03-20,,Billing Inquiry,Low,Open
TKT-0019531,GEN-12239,2026-01-13,2026-01-23,Technical Support,Medium,Closed
TKT-0019532,GEN-06156,2025-12-31,2026-01-01,Billing Inquiry,High,Closed
TKT-0019533,GEN-06672,2025-07-08,2025-07-21,Billing Inquiry,High,Closed
TKT-0019534,8205-OTCHB,2026-04-04,2026-04-05,Billing Inquiry,Low,Closed
TKT-0019535,GEN-02130,2025-12-28,2026-01-02,Technical Support,High,Closed
TKT-0019536,4860-YZGZM,2026-05-18,2026-05-27,Technical Support,Low,Closed
TKT-0019537,GEN-05710,2026-02-07,2026-02-13,Billing Inquiry,Medium,Closed
TKT-0019538,GEN-05560,2026-01-15,,Billing Inquiry,High,Open
TKT-0019539,9565-JSNFM,2025-12-14,2025-12-21,Billing Inquiry,Medium,Closed
TKT-0019540,5871-DGTXZ,2025-12-12,2025-12-19,Cancellation Request,High,Closed
TKT-0019541,GEN-10810,2026-06-06,2026-06-09,Service Interruption,Low,Closed
TKT-0019542,GEN-11970,2026-04-28,,Billing Inquiry,Medium,Pending Customer
TKT-0019543,GEN-12011,2026-05-02,2026-05-03,Billing Inquiry,Medium,Closed
TKT-0019544,GEN-09395,2026-02-02,,Cancellation Request,Low,Open
TKT-0019545,9314-QDMDW,2026-02-20,2026-03-02,Billing Inquiry,Medium,Closed
TKT-0019546,GEN-04583,2025-07-09,,New Service Request,Low,Pending Customer
TKT-0019547,GEN-00673,2025-08-30,2025-09-06,Service Interruption,High,Closed
TKT-0019548,GEN-05592,2025-07-27,,Service Interruption,Medium,Open
TKT-0019549,GEN-01385,2025-08-20,2025-08-23,Billing Inquiry,Medium,Closed
TKT-0019550,GEN-12717,2025-06-29,2025-07-04,Service Interruption,Low,Closed
TKT-0019551,GEN-02855,2026-04-20,2026-04-26,Service Interruption,Medium,Closed
TKT-0019552,6807-SIWJI,2025-08-25,2025-09-04,Billing Inquiry,Low,Closed
TKT-0019553,8809-RIHDD,2026-02-17,2026-02-25,Technical Support,Low,Closed
TKT-0019554,7860-KSUGX,2025-10-16,2025-10-29,Service Interruption,Low,Closed
TKT-0019555,GEN-02482,2026-01-05,2026-01-12,Service Interruption,Low,Closed
TKT-0019556,9938-ZREHM,2026-05-20,2026-05-23,Billing Inquiry,Medium,Closed
TKT-0019557,GEN-11366,2025-12-09,2025-12-19,New Service Request,Medium,Closed
TKT-0019558,GEN-09727,2026-06-03,2026-06-09,Service Interruption,Medium,Closed
TKT-0019559,2126-GSEGL,2025-11-06,2025-11-10,Technical Support,High,Closed
TKT-0019560,0365-GXEZS,2026-06-20,,Service Interruption,High,Pending Customer
TKT-0019561,GEN-10777,2026-03-28,2026-04-04,Service Interruption,Medium,Closed
TKT-0019562,0489-WMEMG,2025-08-16,2025-08-22,Billing Inquiry,Medium,Closed
TKT-0019563,GEN-01414,2025-12-05,2025-12-14,Billing Inquiry,Low,Closed
TKT-0019564,1522-VVDMG,2026-03-05,2026-03-07,Billing Inquiry,Low,Closed
TKT-0019565,GEN-07705,2026-03-16,,Billing Inquiry,Low,Open
TKT-0019566,GEN-06822,2025-09-23,2025-10-02,Technical Support,Low,Closed
TKT-0019567,3810-PJUHR,2025-10-10,2025-10-23,New Service Request,High,Closed
TKT-0019568,8990-ZXLSU,2026-02-09,2026-02-10,Cancellation Request,Medium,Closed
TKT-0019569,GEN-02835,2026-03-02,2026-03-03,New Service Request,Low,Closed
TKT-0019570,GEN-11038,2026-04-14,2026-04-19,New Service Request,High,Closed
TKT-0019571,GEN-00669,2025-11-12,2025-11-17,Billing Inquiry,Medium,Closed
TKT-0019572,4654-ULTTN,2026-01-10,,Service Interruption,Low,Pending Customer
TKT-0019573,GEN-12300,2026-02-25,2026-03-07,Technical Support,Low,Closed
TKT-0019574,GEN-06214,2026-04-04,,Technical Support,Medium,Open
TKT-0019575,GEN-11764,2025-07-31,2025-08-07,Technical Support,Medium,Closed
TKT-0019576,GEN-11283,2026-04-19,2026-04-21,Technical Support,Low,Closed
TKT-0019577,GEN-12930,2025-09-20,2025-09-26,Service Interruption,Medium,Closed
TKT-0019578,GEN-11515,2026-03-11,2026-03-25,Service Interruption,Low,Closed
TKT-0019579,GEN-06770,2026-03-25,2026-04-05,Service Interruption,High,Closed
TKT-0019580,GEN-04933,2026-03-08,2026-03-20,Cancellation Request,Medium,Closed
TKT-0019581,GEN-06541,2026-06-18,2026-06-21,Billing Inquiry,Low,Closed
TKT-0019582,GEN-03607,2025-07-20,2025-07-26,Technical Support,Medium,Closed
TKT-0019583,GEN-03586,2026-02-25,,Billing Inquiry,Low,Open
TKT-0019584,4837-QUSFT,2026-05-05,2026-05-10,Service Interruption,Low,Closed
TKT-0019585,4299-SIMNS,2025-09-10,2025-09-18,Billing Inquiry,Medium,Closed
TKT-0019586,GEN-03583,2025-08-29,,Billing Inquiry,Medium,Open
TKT-0019587,GEN-01258,2026-03-11,2026-03-23,Service Interruption,Low,Closed
TKT-0019588,7711-YIJWC,2026-01-27,2026-02-06,Technical Support,Low,Closed
TKT-0019589,GEN-04334,2025-08-23,,Cancellation Request,Low,Pending Customer
TKT-0019590,1052-QJIBV,2025-08-02,,Service Interruption,Low,Pending Customer
TKT-0019591,GEN-07068,2026-01-05,,Billing Inquiry,Low,Open
TKT-0019592,GEN-02512,2026-05-22,2026-05-25,Cancellation Request,Low,Closed
TKT-0019593,GEN-01837,2026-03-04,2026-03-10,Technical Support,Low,Closed
TKT-0019594,GEN-10747,2026-01-23,2026-01-31,Technical Support,Low,Closed
TKT-0019595,GEN-11156,2025-09-25,2025-09-25,Billing Inquiry,Low,Closed
TKT-0019596,GEN-09016,2026-04-07,2026-04-07,Billing Inquiry,Medium,Closed
TKT-0019597,GEN-03967,2026-01-01,2026-01-06,Cancellation Request,Low,Closed
TKT-0019598,1410-RSCMR,2026-02-12,2026-02-25,New Service Request,Medium,Closed
TKT-0019599,GEN-06090,2026-04-29,2026-05-01,Service Interruption,Low,Closed
TKT-0019600,GEN-03388,2026-02-16,,Service Interruption,Low,Pending Customer
TKT-0019601,4459-BBGHE,2026-01-04,2026-01-09,New Service Request,Low,Closed
TKT-0019602,9571-EDEBV,2026-03-23,2026-03-24,Service Interruption,Low,Closed
TKT-0019603,6368-NWMCE,2026-06-13,2026-06-21,Technical Support,Medium,Closed
TKT-0019604,GEN-00835,2026-01-01,2026-01-01,Cancellation Request,Low,Closed
TKT-0019605,GEN-09676,2025-07-21,2025-08-02,Billing Inquiry,Medium,Closed
TKT-0019606,7136-RVDTZ,2025-10-05,2025-10-13,Service Interruption,Low,Closed
TKT-0019607,GEN-06874,2025-12-29,2026-01-02,Billing Inquiry,Medium,Closed
TKT-0019608,GEN-03674,2026-05-22,2026-05-24,Billing Inquiry,High,Closed
TKT-0019609,GEN-10039,2025-12-26,2026-01-05,New Service Request,Medium,Closed
TKT-0019610,9314-IJWSQ,2026-02-18,2026-02-22,New Service Request,Low,Closed
TKT-0019611,GEN-00109,2025-10-06,2025-10-15,Billing Inquiry,Low,Closed
TKT-0019612,GEN-01479,2025-12-04,2025-12-09,Billing Inquiry,Low,Closed
TKT-0019613,7890-VYYWG,2026-03-04,,Service Interruption,High,Open
TKT-0019614,0292-WEGCH,2026-01-18,2026-01-27,Technical Support,High,Closed
TKT-0019615,GEN-07928,2026-05-25,2026-05-27,Billing Inquiry,High,Closed
TKT-0019616,GEN-05110,2026-02-18,,Cancellation Request,Medium,Open
TKT-0019617,5296-BFCYD,2025-12-12,,Cancellation Request,Medium,Open
TKT-0019618,GEN-07522,2026-03-15,2026-03-15,Service Interruption,Low,Closed
TKT-0019619,GEN-02000,2025-12-17,2025-12-23,Billing Inquiry,Low,Closed
TKT-0019620,GEN-11264,2025-08-01,2025-08-02,Cancellation Request,Low,Closed
TKT-0019621,4377-VDHYI,2026-05-29,2026-06-09,New Service Request,High,Closed
TKT-0019622,3097-FQTVJ,2026-02-06,2026-02-12,Technical Support,Medium,Closed
TKT-0019623,GEN-06537,2025-09-17,2025-10-01,Technical Support,Low,Closed
TKT-0019624,GEN-05392,2026-05-21,2026-06-01,Service Interruption,Low,Closed
TKT-0019625,GEN-10671,2025-11-07,2025-11-09,Technical Support,Medium,Closed
TKT-0019626,6261-LHRTG,2025-10-31,2025-11-06,Billing Inquiry,Low,Closed
TKT-0019627,4879-GZLFH,2025-08-24,2025-09-06,Technical Support,Low,Closed
TKT-0019628,6933-VLYFX,2025-07-01,,Service Interruption,Low,Pending Customer
TKT-0019629,GEN-11986,2026-06-14,2026-06-24,Billing Inquiry,High,Closed
TKT-0019630,GEN-06448,2025-10-22,2025-11-04,Billing Inquiry,Low,Closed
TKT-0019631,2458-EOMRE,2026-03-27,,Billing Inquiry,Low,Open
TKT-0019632,GEN-06470,2026-01-31,2026-02-02,Cancellation Request,High,Closed
TKT-0019633,GEN-11550,2025-08-10,2025-08-14,Technical Support,High,Closed
TKT-0019634,4584-LBNMK,2025-08-16,2025-08-23,Technical Support,Low,Closed
TKT-0019635,GEN-01706,2026-02-07,,Technical Support,Medium,Pending Customer
TKT-0019636,GEN-03601,2025-07-03,2025-07-16,Service Interruption,Low,Closed
TKT-0019637,5839-SUYVZ,2026-06-21,2026-06-26,Technical Support,High,Closed
TKT-0019638,GEN-08069,2025-11-04,2025-11-09,Technical Support,Low,Closed
TKT-0019639,6786-OBWQR,2026-05-25,,Technical Support,Low,Open
TKT-0019640,GEN-04514,2026-04-27,2026-05-08,Billing Inquiry,Medium,Closed
TKT-0019641,GEN-10434,2025-07-02,2025-07-06,Cancellation Request,Low,Closed
TKT-0019642,GEN-04947,2025-11-26,2025-12-10,Service Interruption,Medium,Closed
TKT-0019643,4220-TINQT,2025-09-20,2025-09-29,Cancellation Request,High,Closed
TKT-0019644,GEN-11741,2025-12-31,2026-01-11,Technical Support,Low,Closed
TKT-0019645,GEN-01485,2026-01-29,,Cancellation Request,Medium,Pending Customer
TKT-0019646,8111-BKVDS,2025-10-29,2025-11-06,Billing Inquiry,Low,Closed
TKT-0019647,GEN-07470,2026-06-03,,Billing Inquiry,Medium,Open
TKT-0019648,2225-ZRGSG,2026-05-27,2026-05-30,Service Interruption,Low,Closed
TKT-0019649,GEN-10278,2026-02-18,2026-02-23,Technical Support,Low,Closed
TKT-0019650,2669-OIDSD,2026-02-21,2026-02-24,Service Interruption,Low,Closed
TKT-0019651,0318-ZOPWS,2025-12-03,2025-12-05,Billing Inquiry,Medium,Closed
TKT-0019652,GEN-02535,2026-04-30,2026-05-01,Billing Inquiry,Low,Closed
TKT-0019653,GEN-09261,2025-10-06,2025-10-12,New Service Request,Low,Closed
TKT-0019654,6910-HADCM,2026-02-10,2026-02-23,Service Interruption,Low,Closed
TKT-0019655,7996-BPXHY,2026-04-13,2026-04-15,Technical Support,High,Closed
TKT-0019656,GEN-01952,2025-10-13,,Technical Support,High,Pending Customer
TKT-0019657,3251-YMVWZ,2026-01-15,2026-01-26,Service Interruption,Medium,Closed
TKT-0019658,GEN-10211,2026-06-23,,Billing Inquiry,Medium,Open
TKT-0019659,GEN-05664,2026-03-02,,Service Interruption,Low,Open
TKT-0019660,GEN-12280,2026-06-09,2026-06-11,Billing Inquiry,Low,Closed
TKT-0019661,GEN-03483,2026-05-18,2026-05-18,Service Interruption,Low,Closed
TKT-0019662,GEN-03119,2025-07-05,,Billing Inquiry,High,Open
TKT-0019663,GEN-09792,2026-06-07,2026-06-11,Service Interruption,Medium,Closed
TKT-0019664,8029-XYPWT,2025-09-12,2025-09-20,Service Interruption,Low,Closed
TKT-0019665,GEN-06489,2025-09-26,2025-10-08,Technical Support,Medium,Closed
TKT-0019666,2311-QYMUQ,2026-05-19,2026-06-02,Technical Support,High,Closed
TKT-0019667,GEN-00922,2026-01-09,2026-01-10,Cancellation Request,High,Closed
TKT-0019668,GEN-11233,2025-12-27,2025-12-30,Service Interruption,Low,Closed
TKT-0019669,GEN-00379,2025-10-15,2025-10-18,Service Interruption,Low,Closed
TKT-0019670,GEN-05019,2025-12-14,2025-12-15,Cancellation Request,Medium,Closed
TKT-0019671,5414-OFQCB,2026-04-27,2026-04-29,Billing Inquiry,High,Closed
TKT-0019672,GEN-12682,2026-03-30,,Billing Inquiry,Medium,Open
TKT-0019673,2692-PFYTJ,2025-12-28,2026-01-08,Cancellation Request,Low,Closed
TKT-0019674,5201-FRKKS,2025-09-16,2025-09-23,Technical Support,Low,Closed
TKT-0019675,GEN-01195,2026-03-19,2026-03-24,Billing Inquiry,High,Closed
TKT-0019676,GEN-06713,2026-03-22,2026-03-30,New Service Request,Low,Closed
TKT-0019677,GEN-00199,2026-04-13,2026-04-26,Technical Support,High,Closed
TKT-0019678,4043-MKDTV,2025-07-25,2025-07-26,Cancellation Request,High,Closed
TKT-0019679,2904-GGUAZ,2025-11-22,2025-12-02,Service Interruption,Medium,Closed
TKT-0019680,GEN-06356,2026-05-10,2026-05-14,Technical Support,Low,Closed
TKT-0019681,GEN-10047,2025-09-01,2025-09-03,Billing Inquiry,Medium,Closed
TKT-0019682,GEN-07361,2025-11-01,,Billing Inquiry,Low,Pending Customer
TKT-0019683,GEN-06522,2026-05-21,2026-05-27,Service Interruption,Low,Closed
TKT-0019684,3685-YLCMQ,2026-04-28,2026-04-30,Billing Inquiry,Low,Closed
TKT-0019685,2380-DAMQP,2025-08-22,2025-08-31,Billing Inquiry,Medium,Closed
TKT-0019686,GEN-09461,2026-01-13,2026-01-25,Billing Inquiry,Low,Closed
TKT-0019687,GEN-07716,2025-12-25,2025-12-28,Billing Inquiry,Medium,Closed
TKT-0019688,9374-YOLBJ,2026-06-11,2026-06-23,Billing Inquiry,Low,Closed
TKT-0019689,2843-CQMEG,2026-01-29,2026-02-05,Technical Support,Medium,Closed
TKT-0019690,GEN-07601,2025-08-04,2025-08-05,Service Interruption,Medium,Closed
TKT-0019691,GEN-03065,2025-08-10,2025-08-15,Billing Inquiry,Low,Closed
TKT-0019692,1142-IHLOO,2025-11-12,,Billing Inquiry,High,Pending Customer
TKT-0019693,GEN-06135,2026-01-20,2026-01-22,Billing Inquiry,Medium,Closed
TKT-0019694,GEN-04429,2026-03-06,,Technical Support,Medium,Pending Customer
TKT-0019695,GEN-07254,2025-07-24,,Service Interruption,Low,Pending Customer
TKT-0019696,0784-ZQJZX,2025-07-26,2025-08-04,Technical Support,High,Closed
TKT-0019697,GEN-06207,2026-05-28,,Billing Inquiry,Medium,Open
TKT-0019698,GEN-02186,2026-06-20,,Technical Support,Medium,Open
TKT-0019699,GEN-09119,2026-05-08,2026-05-11,Service Interruption,Low,Closed
TKT-0019700,GEN-12035,2025-12-24,2025-12-31,Service Interruption,Medium,Closed
TKT-0019701,GEN-00577,2026-05-26,,Billing Inquiry,Medium,Pending Customer
TKT-0019702,GEN-03477,2025-08-11,2025-08-19,Service Interruption,Low,Closed
TKT-0019703,GEN-00099,2025-08-14,2025-08-14,New Service Request,High,Closed
TKT-0019704,GEN-11532,2026-05-23,2026-05-28,Billing Inquiry,Low,Closed
TKT-0019705,8166-ZZTFS,2025-10-10,,Billing Inquiry,Low,Pending Customer
TKT-0019706,4248-HCETZ,2026-06-05,2026-06-11,Service Interruption,Low,Closed
TKT-0019707,GEN-09973,2026-05-31,2026-06-03,Technical Support,Low,Closed
TKT-0019708,GEN-09108,2025-09-23,,Service Interruption,Low,Open
TKT-0019709,GEN-05020,2025-11-14,,Billing Inquiry,Medium,Open
TKT-0019710,GEN-06438,2026-04-03,2026-04-15,Technical Support,High,Closed
TKT-0019711,GEN-04122,2025-11-08,,Billing Inquiry,High,Open
TKT-0019712,9451-WLYRI,2026-01-15,,Technical Support,High,Open
TKT-0019713,GEN-11365,2025-10-13,2025-10-19,Billing Inquiry,Medium,Closed
TKT-0019714,GEN-09884,2025-08-05,2025-08-10,New Service Request,Low,Closed
TKT-0019715,GEN-01860,2026-01-15,2026-01-28,Technical Support,Low,Closed
TKT-0019716,GEN-10102,2025-08-01,,Technical Support,Low,Open
TKT-0019717,GEN-05443,2025-07-08,2025-07-12,Service Interruption,Low,Closed
TKT-0019718,GEN-11431,2025-08-17,2025-08-30,Billing Inquiry,Medium,Closed
TKT-0019719,GEN-01654,2025-12-13,2025-12-18,Service Interruption,Low,Closed
TKT-0019720,GEN-11758,2025-10-21,2025-11-04,Service Interruption,Medium,Closed
TKT-0019721,3363-DTIVD,2026-05-14,2026-05-24,Billing Inquiry,High,Closed
TKT-0019722,7542-CYDDM,2026-02-18,2026-02-27,Billing Inquiry,Medium,Closed
TKT-0019723,GEN-04955,2026-02-08,2026-02-12,Technical Support,Low,Closed
TKT-0019724,1036-GUDCL,2025-08-01,2025-08-03,New Service Request,Low,Closed
TKT-0019725,GEN-09474,2026-06-20,2026-07-03,Billing Inquiry,Low,Closed
TKT-0019726,GEN-08611,2026-02-10,2026-02-21,Technical Support,Low,Closed
TKT-0019727,GEN-11002,2026-05-08,2026-05-15,Service Interruption,Low,Closed
TKT-0019728,GEN-07898,2025-11-24,2025-11-29,New Service Request,Low,Closed
TKT-0019729,5126-RCXYW,2026-05-17,2026-05-18,Service Interruption,Low,Closed
TKT-0019730,GEN-09641,2026-04-24,,Cancellation Request,High,Open
TKT-0019731,3938-YFPXD,2026-06-02,2026-06-05,Technical Support,Low,Closed
TKT-0019732,GEN-08902,2025-11-10,2025-11-23,Billing Inquiry,Low,Closed
TKT-0019733,GEN-11532,2025-07-22,2025-07-27,Service Interruption,Low,Closed
TKT-0019734,5349-AZPEW,2026-06-17,2026-06-28,Technical Support,Low,Closed
TKT-0019735,GEN-07362,2026-05-21,2026-05-25,Service Interruption,Low,Closed
TKT-0019736,GEN-00443,2026-06-17,2026-06-21,Cancellation Request,High,Closed
TKT-0019737,6621-NRZAK,2025-12-18,2026-01-01,New Service Request,Low,Closed
TKT-0019738,GEN-02575,2026-04-23,2026-04-26,Technical Support,Medium,Closed
TKT-0019739,3230-WYKIR,2025-10-08,2025-10-09,Billing Inquiry,Medium,Closed
TKT-0019740,GEN-06812,2026-04-21,2026-04-23,Cancellation Request,Low,Closed
TKT-0019741,GEN-11827,2026-04-26,2026-05-09,Cancellation Request,High,Closed
TKT-0019742,GEN-01110,2026-05-10,2026-05-10,Technical Support,Low,Closed
TKT-0019743,6295-OSINB,2025-07-29,2025-08-07,New Service Request,High,Closed
