customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
GEN-06417,Male,-0.006520887299026852,Yes,No,13,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),65.89476451364565,979.5,No
GEN-06418,Male,0.033191217652266215,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.48590259569445,1852.85,Yes
GEN-06419,Male,0.03494524716845905,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.58590238365021,3540.65,No
GEN-06420,Male,0.024936783022269735,Yes,Yes,14,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),61.032286484758714,867.1,No
GEN-06421,Male,0.05965874390010575,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.17774933518095,24.05,Yes
GEN-06422,Male,0.9836544888695002,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.95171620781679,2595.85,No
GEN-06423,Male,-0.015236361102122967,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.99559922236834,1189.4,No
GEN-06424,Female,0.011086498713587701,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,68.35454666543711,69.95,Yes
GEN-06425,Female,-0.001993822905914174,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.3993885656028,1422.1,Yes
GEN-06426,Male,-0.010665153612713665,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,102.98860921552222,2793.55,No
GEN-06427,Male,-0.05476246815813722,Yes,Yes,29,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),73.99322182731996,2453.3,No
GEN-06428,Male,0.00806984394882136,No,No,29,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.92408159107902,1461.45,No
GEN-06429,Male,0.035346554283463394,No,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,47.019462720315495,484.05,No
GEN-06430,Female,-0.05195660445473744,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.4193409606943,1938.05,No
GEN-06431,Male,0.07563649169907614,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,68.25727632879178,1793.25,No
GEN-06432,Female,0.000968383504763415,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.65308891309104,4959.6,No
GEN-06433,Female,0.023358330370504162,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.68572623939416,5029.05,No
GEN-06434,Male,-0.006019389493669592,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.76645741754649,6859.5,Yes
GEN-06435,Male,-0.002273133212003193,Yes,Yes,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.99603012112333,2157.95,Yes
GEN-06436,Male,0.9946807419188446,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,94.7378163370111,4159.45,No
GEN-06437,Male,-0.057527713731846675,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,113.27435997398327,6561.25,No
GEN-06438,Female,-0.03473577674149601,No,No,29,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,31.56941423614422,790.7,No
GEN-06439,Male,0.9500431086969239,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.20528324404714,3473.4,Yes
GEN-06440,Female,0.002947750167856645,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.87898845279022,58.85,Yes
GEN-06441,Female,-0.035274990459805054,Yes,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.14850267788039,580.1,No
GEN-06442,Female,0.00989570445907619,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.628650704318,1646.45,No
GEN-06443,Male,0.9495615590436702,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.344750336392,73.55,Yes
GEN-06444,Male,0.0084485675577037,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.71435872671164,299.2,Yes
GEN-06445,Male,0.03779803561522972,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.42198893944831,7261.75,No
GEN-06446,Male,0.011283746504893609,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1666175013876,2070.6,Yes
GEN-06447,Female,0.013811499875853565,Yes,No,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.33814176052209,4504.9,No
GEN-06448,Male,0.9780360752815531,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.1475642664526,2845.15,No
GEN-06449,Female,0.04309114908057382,No,No,53,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),42.912090131441985,2369.7,No
GEN-06450,Male,1.0004097907506488,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),91.08648535004576,2656.7,No
GEN-06451,Female,1.0310910724200393,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.07564162025261,1511.2,Yes
GEN-06452,Female,-0.013792788234852898,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),59.84521282799094,3478.75,No
GEN-06453,Male,-0.06809495742628262,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.954815762498978,387.4,No
GEN-06454,Female,-0.0004131223169015543,No,No,64,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),57.22368800935977,3921.1,No
GEN-06455,Female,0.002241206915132284,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.00391437419288,245.15,No
GEN-06456,Female,0.0024028645539745886,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.30454279249354,35.85,Yes
GEN-06457,Female,0.9965682307983585,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.48530309653398,2497.2,Yes
GEN-06458,Female,-0.026258269607830266,Yes,Yes,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,29.78219216848597,63.75,No
GEN-06459,Male,1.0089901261011276,No,No,9,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,44.04726744596366,447.9,No
GEN-06460,Male,-0.012090943805114308,No,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,91.65010099419659,5012.35,No
GEN-06461,Female,0.9729871646092528,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,97.01549828288935,5471.75,No
GEN-06462,Male,0.04170678357051888,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,16.559371288818447,477.6,No
GEN-06463,Female,1.0209734676520201,No,No,27,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,99.95279330480743,2862.75,Yes
GEN-06464,Female,-0.022153828380193342,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.71978408656004,1725.4,No
GEN-06465,Male,0.01936026396401056,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.095035406500237,929.2,No
GEN-06466,Female,0.05403906995660425,Yes,Yes,66,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),52.24475598286109,3221.25,No
GEN-06467,Male,0.011784026668765562,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,17.573452635504786,19.75,No
GEN-06468,Male,-0.08525705131800025,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),121.6305964644773,7159.05,No
GEN-06469,Female,0.02087698802899983,Yes,No,53,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),66.53530530199802,3715.65,Yes
GEN-06470,Male,-0.04269074880948538,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,89.42890840457017,4312.5,No
GEN-06471,Male,0.007941201997083832,No,No,39,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),34.55278870539654,1316.9,No
GEN-06472,Male,-0.018076246349939,Yes,Yes,38,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),65.42534000709925,2763.35,No
GEN-06473,Male,0.03323659740144395,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.091430360314746,856.5,No
GEN-06474,Male,0.028237623194397685,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,92.36743957242656,6368.2,No
GEN-06475,Male,-0.05281215949588926,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.08128331678331,2515.3,Yes
GEN-06476,Male,0.012104580020085711,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.039259649783443,488.25,No
GEN-06477,Female,1.021627662090269,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),104.56851035644645,6819.45,No
GEN-06478,Male,-0.07930444445853405,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.18125497082126,3581.6,No
GEN-06479,Male,-0.013187374284392282,No,No,4,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,45.11023170197601,49.65,Yes
GEN-06480,Female,-0.06599656788114082,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.10626806241854,1911.5,No
GEN-06481,Male,-0.0481816318600007,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.57041281129459,128.6,No
GEN-06482,Male,-0.011895050076632283,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),103.70448314385676,7149.35,No
GEN-06483,Female,-0.05560004411383134,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.763102275319195,1385.85,No
GEN-06484,Female,-0.0313165650204381,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.0207383769482,7843.55,No
GEN-06485,Male,0.9847093785715273,Yes,No,42,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),63.65838744550712,2816.65,Yes
GEN-06486,Male,0.9995889624439261,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),78.22303715111049,3974.7,No
GEN-06487,Male,-0.019240084028595488,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,98.64488763195375,4298.45,No
GEN-06488,Female,-0.04004657764000334,Yes,Yes,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,98.59654874249243,5153.5,No
GEN-06489,Male,0.9998332426234823,No,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.69881057290974,1660.0,Yes
GEN-06490,Female,0.04427788565531789,Yes,Yes,57,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.23330558178425,4542.35,No
GEN-06491,Female,1.0335947738145477,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.13194690410424,69.25,Yes
GEN-06492,Male,0.009951843705792197,No,No,9,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.530868754235236,503.25,No
GEN-06493,Male,-0.012117287505706575,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.03890668932208,86.6,Yes
GEN-06494,Male,-0.032124694902584135,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),95.74310389391778,3247.55,No
GEN-06495,Female,-0.05930347502374453,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.98721426648636,5980.75,No
GEN-06496,Female,-0.01044914171747234,Yes,Yes,75,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.844465937620924,4528.0,No
GEN-06497,Male,-0.051120834745053065,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.71691634180413,562.6,No
GEN-06498,Male,-0.0653988940060625,No,No,6,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.059763467007368,150.85,No
GEN-06499,Female,0.03719260570201404,Yes,Yes,44,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),47.251271570939565,2151.6,No
GEN-06500,Female,1.039491021580586,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.96895410980875,330.6,No
GEN-06501,Female,0.03517974062848656,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.40513368669612,2257.75,Yes
GEN-06502,Male,-0.018685725554368343,Yes,Yes,35,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.86674651373667,2570.2,No
GEN-06503,Female,0.9810458717161967,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.48716129190149,5706.3,No
GEN-06504,Male,-0.03134082355488905,No,No,28,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.00855120833246,2156.25,No
GEN-06505,Female,2.174716670122937e-05,Yes,Yes,5,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,61.3544680042974,134.35,Yes
GEN-06506,Male,0.06163915060554633,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.273792253698534,1620.45,No
GEN-06507,Male,-0.017082356549325377,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,31.168169622862635,688.0,No
GEN-06508,Female,0.015393804754832065,No,No,5,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.82657627327015,155.65,Yes
GEN-06509,Female,0.03999612923115918,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,59.198733654499954,1616.15,Yes
GEN-06510,Male,0.03332378764513918,Yes,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.02770677676406,531.0,Yes
GEN-06511,Female,0.06354939373302124,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),92.2426004312614,6398.05,No
GEN-06512,Male,0.9724765917186107,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.32757906709966,2575.45,No
GEN-06513,Male,-0.04363968845520162,Yes,Yes,20,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.28916591159584,1338.15,Yes
GEN-06514,Male,-0.03829072628705133,No,No,42,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,61.33588985093169,2548.55,No
GEN-06515,Male,-0.05662405882654327,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.66816701605342,3204.65,Yes
GEN-06516,Female,0.0006540691253901133,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.21959719577602,6936.85,No
GEN-06517,Male,0.07256802709150069,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,17.577288437148734,997.75,No
GEN-06518,Male,0.01689196092805134,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.28479697510986,492.1,No
GEN-06519,Female,-0.06062467409454049,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),62.56948015238269,125.95,No
GEN-06520,Female,0.9146732592992648,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.32660789448428,6975.25,Yes
GEN-06521,Female,-0.03781068685617939,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.59863807907652,4946.05,No
GEN-06522,Male,1.0481324882884226,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.95050353996481,5485.5,Yes
GEN-06523,Female,-0.025297319012824827,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.336228924193097,387.9,No
GEN-06524,Male,-0.014681104049737971,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),58.5623021826189,438.05,No
GEN-06525,Female,0.04013349029745158,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.344867871402588,19.25,No
GEN-06526,Female,0.013355602659534109,No,No,40,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),72.94016116697652,3090.65,No
GEN-06527,Male,1.0196756422853375,No,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.13421962273235,3856.75,Yes
GEN-06528,Female,-0.06581227985944746,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,83.49114003557739,272.2,Yes
GEN-06529,Male,0.07651225598051237,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,44.73438257645924,92.75,No
GEN-06530,Female,0.006841708053928535,No,No,7,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.33967228441201,305.1,Yes
GEN-06531,Female,0.9618047755581456,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.23121017996873,149.55,Yes
GEN-06532,Male,0.010457756132908013,Yes,Yes,27,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,77.05771781653432,1821.2,No
GEN-06533,Female,-0.051636534612857395,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.802634939810268,61.7,No
GEN-06534,Male,-0.01474061491715933,No,No,75,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),60.58299013051247,4390.25,No
GEN-06535,Male,0.03350638077813109,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.35034853372724,1001.5,No
GEN-06536,Male,0.043159115442140336,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.093078998716976,184.05,No
GEN-06537,Male,0.05669690688567939,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,98.34698486648975,4016.75,No
GEN-06538,Female,0.027805372954571497,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),119.72976795833932,8250.0,No
GEN-06539,Female,0.06640298460807427,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.04381468743796,1017.35,No
GEN-06540,Male,0.9513924444187452,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),92.27229594870576,3180.5,No
GEN-06541,Female,0.03651998442395542,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.153328885574354,800.3,No
GEN-06542,Male,-0.1039565322356694,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,91.13289039719974,4616.1,No
GEN-06543,Female,-0.031913559938867436,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,11.490955640107135,19.25,No
GEN-06544,Male,0.07547110117492892,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.005175623816225,18.9,No
GEN-06545,Male,0.0062394315439616346,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.45087437413675,1414.65,No
GEN-06546,Female,0.01814578671508558,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.34051300998861,655.9,Yes
GEN-06547,Male,-0.012742896693371416,Yes,Yes,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,63.63090605127223,2000.2,No
GEN-06548,Male,0.006756523506083198,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.04337475093487,2823.0,No
GEN-06549,Male,0.07711748698378154,No,Yes,30,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),38.86931747394692,1023.75,No
GEN-06550,Female,-0.004734116379771649,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,88.76262275435109,4916.95,No
GEN-06551,Female,0.9611706098670475,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.766083991653087,1275.6,No
GEN-06552,Male,-0.03115417395249177,No,No,34,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,52.07107587489194,1924.1,No
GEN-06553,Female,0.01106069560381025,No,No,12,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,63.06574291155503,743.3,No
GEN-06554,Female,-0.03515932047696528,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,81.84529911523911,384.25,No
GEN-06555,Male,0.024323331917950688,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,14.41503722482598,92.75,No
GEN-06556,Female,0.018222153952349107,No,No,10,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,28.00350395119695,226.95,No
GEN-06557,Male,0.9941675871135484,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.28510086881171,2271.85,No
GEN-06558,Male,0.0238492530568144,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.36512357266983,189.2,Yes
GEN-06559,Male,0.03196035616631444,No,No,48,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),66.67710478785301,3418.2,No
GEN-06560,Female,0.9224492780005599,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.42901667559667,1359.45,No
GEN-06561,Male,-0.01111081609213387,No,No,6,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,51.73838525700822,266.95,No
GEN-06562,Female,1.0132288498144002,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.45976781489249,2952.85,Yes
GEN-06563,Male,-0.004362050163720619,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.81751281286418,318.6,No
GEN-06564,Male,-0.04994838127395567,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,22.33384167225071,666.0,No
GEN-06565,Female,-0.038606318803073456,Yes,Yes,67,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,60.30807091608809,3996.8,No
GEN-06566,Male,0.020356691874887967,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.70276750520881,7758.9,No
GEN-06567,Male,0.05064035974026503,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.63323849052763,1245.05,No
GEN-06568,Female,0.010011896709530205,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,16.36038148492208,1343.4,No
GEN-06569,Female,0.043983239647539835,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.8907389951281,6468.6,No
